customer_ID,contract_type,paperless_billing,payment_method,high_value_customer_flag
1200-TUZHR,Month-to-month,No,Electronic check,High
9365-CSLBQ,Two year,No,Mailed check,Low
1334-FJSVR,Month-to-month,Yes,Electronic check,Low
5884-FBCTL,Two year,No,Bank transfer (automatic),Low
7130-CTCUS,Month-to-month,Yes,Bank transfer (automatic),Medium
6242-FEGFD,Two year,No,Mailed check,High
7625-XCQRH,Month-to-month,Yes,Electronic check,Medium
6194-HBGQN,One year,Yes,Credit card (automatic),High
7634-WSWDB,Month-to-month,Yes,Electronic check,Low
6986-IXNDM,Month-to-month,Yes,Electronic check,High
1731-TVIUK,Month-to-month,Yes,Electronic check,High
2987-BJXIK,Two year,No,Mailed check,High
9769-TSBZE,Two year,No,Electronic check,Medium
0406-BPDVR,One year,Yes,Credit card (automatic),High
0618-XWMSS,Month-to-month,Yes,Bank transfer (automatic),Medium
1395-WSWXR,Two year,No,Mailed check,Low
6023-GSSXW,Two year,Yes,Credit card (automatic),Medium
6752-APNJL,Month-to-month,No,Mailed check,Medium
5276-KQWHG,Month-to-month,Yes,Electronic check,Medium
0420-HLGXF,Month-to-month,Yes,Electronic check,High
7446-KQISO,Two year,Yes,Bank transfer (automatic),High
9823-EALYC,Two year,Yes,Bank transfer (automatic),High
0582-AVCLN,Two year,No,Mailed check,Low
5803-NQJZO,Two year,Yes,Bank transfer (automatic),Medium
2565-JSLRY,Month-to-month,Yes,Mailed check,Low
2607-DHDAK,Two year,Yes,Credit card (automatic),Low
1073-XXCZD,Two year,No,Bank transfer (automatic),Low
0743-HRVFF,One year,Yes,Electronic check,Medium
4006-HKYHO,Two year,Yes,Bank transfer (automatic),High
3727-JEZTU,Month-to-month,No,Mailed check,Low
8143-ETQTI,Two year,Yes,Mailed check,Low
6689-KXGBO,Month-to-month,No,Electronic check,Medium
9667-TKTVZ,Month-to-month,Yes,Mailed check,Medium
3657-COGMW,Month-to-month,No,Credit card (automatic),High
8570-KLJYJ,One year,No,Mailed check,Medium
7754-IXRMC,Month-to-month,No,Mailed check,Medium
9473-CBZOP,One year,No,Mailed check,Medium
2969-WGHQO,One year,No,Electronic check,Medium
6615-NGGZJ,Month-to-month,Yes,Electronic check,High
4334-HOWRP,Two year,Yes,Credit card (automatic),Medium
4255-DDUOU,Month-to-month,Yes,Mailed check,Low
5863-OOKCL,Month-to-month,No,Mailed check,Low
1686-STUHN,One year,No,Bank transfer (automatic),Low
1329-VHWNP,Month-to-month,No,Bank transfer (automatic),Low
2984-MIIZL,Month-to-month,Yes,Bank transfer (automatic),Medium
0266-GMEAO,Two year,Yes,Credit card (automatic),High
5590-YRFJT,Month-to-month,Yes,Electronic check,Low
5574-NXZIU,Two year,No,Credit card (automatic),High
0019-GFNTW,Two year,No,Bank transfer (automatic),Medium
4256-ZWTZI,Month-to-month,Yes,Mailed check,Medium
8309-PPCED,Two year,Yes,Bank transfer (automatic),High
4098-NAUKP,Month-to-month,Yes,Electronic check,High
5196-WPYOW,One year,No,Mailed check,Medium
4608-LCIMN,Month-to-month,No,Bank transfer (automatic),Medium
1485-YDHMM,Month-to-month,Yes,Bank transfer (automatic),High
4054-CUMIA,Month-to-month,Yes,Mailed check,Low
0603-TPMIB,Two year,No,Mailed check,Low
2525-GVKQU,Two year,No,Mailed check,Low
8161-QYMTT,Month-to-month,Yes,Electronic check,High
9581-GVBXT,One year,No,Mailed check,Low
5862-BRIXZ,Two year,Yes,Bank transfer (automatic),Medium
5404-GGUKR,Month-to-month,Yes,Electronic check,Medium
3308-JSGML,Two year,Yes,Credit card (automatic),Medium
2126-GSEGL,Two year,Yes,Bank transfer (automatic),High
3677-TNKIO,Month-to-month,Yes,Credit card (automatic),Medium
0440-QEXBZ,Month-to-month,Yes,Mailed check,Medium
2434-EEVDB,Two year,Yes,Credit card (automatic),High
6762-QVYJO,Two year,No,Mailed check,Medium
6199-IWKGC,One year,No,Electronic check,High
2675-DHUTR,Month-to-month,Yes,Electronic check,High
8152-VETUR,Two year,Yes,Credit card (automatic),High
9667-EQRXU,Month-to-month,Yes,Electronic check,Medium
7446-YPODE,Month-to-month,No,Bank transfer (automatic),Medium
9522-BNTHX,Month-to-month,Yes,Electronic check,Medium
4676-WLUHT,Two year,No,Bank transfer (automatic),Medium
3329-WDIOK,Month-to-month,Yes,Electronic check,Medium
7980-MHFLQ,Two year,No,Mailed check,Low
2873-ZLIWT,Month-to-month,Yes,Electronic check,High
3415-TAILE,Month-to-month,No,Mailed check,Medium
0757-WCUUZ,Two year,No,Credit card (automatic),Medium
1629-DQQVB,Month-to-month,No,Bank transfer (automatic),Medium
1915-IOFGU,Month-to-month,No,Electronic check,Medium
3045-XETSH,Month-to-month,Yes,Electronic check,High
0374-AACSZ,Month-to-month,No,Electronic check,Medium
7239-HZZCX,Month-to-month,No,Mailed check,Low
4872-VXRIL,One year,Yes,Bank transfer (automatic),Medium
9140-CZQZZ,Two year,Yes,Bank transfer (automatic),Medium
3423-HHXAO,One year,Yes,Mailed check,Low
9938-TKDGL,Two year,Yes,Electronic check,High
0531-ZZJWQ,Month-to-month,Yes,Electronic check,Medium
6537-QLGEX,Month-to-month,Yes,Electronic check,Low
2688-BHGOG,Month-to-month,Yes,Electronic check,Medium
7683-CBDKJ,Month-to-month,Yes,Electronic check,Medium
0946-CLJTI,Month-to-month,Yes,Electronic check,High
3160-TYXLT,Month-to-month,Yes,Bank transfer (automatic),Medium
1325-USMEC,Two year,Yes,Credit card (automatic),High
0916-QOFDP,Month-to-month,Yes,Electronic check,High
0628-CNQRM,One year,Yes,Bank transfer (automatic),Medium
5606-AMZBO,Month-to-month,Yes,Credit card (automatic),Medium
6199-IPCAO,Two year,No,Mailed check,Low
7665-TOALD,Month-to-month,Yes,Electronic check,Medium
0112-QWPNC,One year,No,Electronic check,High
0324-BRPCJ,Month-to-month,Yes,Electronic check,High
2777-PHDEI,Month-to-month,No,Electronic check,Medium
5640-CAXOA,One year,Yes,Credit card (automatic),Medium
2235-EZAIK,Two year,No,Credit card (automatic),Medium
3847-BAERP,Month-to-month,Yes,Mailed check,Low
1196-AMORA,Month-to-month,No,Electronic check,Medium
4282-YMKNA,Month-to-month,Yes,Electronic check,Medium
1453-RZFON,Month-to-month,No,Mailed check,Medium
8263-OKETD,Month-to-month,Yes,Credit card (automatic),Medium
0670-KDOMA,Month-to-month,Yes,Mailed check,Low
2476-YGEFM,Month-to-month,Yes,Credit card (automatic),Medium
8687-BAFGU,Month-to-month,No,Electronic check,Medium
0641-EVBOJ,Month-to-month,Yes,Mailed check,High
0829-XXPLX,Month-to-month,Yes,Bank transfer (automatic),High
9974-JFBHQ,Month-to-month,Yes,Credit card (automatic),High
5356-RHIPP,Month-to-month,Yes,Mailed check,Low
6624-JDRDS,Month-to-month,No,Bank transfer (automatic),Low
0608-JDVEC,Two year,No,Electronic check,Low
9780-FKVVF,Month-to-month,Yes,Bank transfer (automatic),Medium
1919-RTPQD,Month-to-month,No,Electronic check,Medium
5214-NLTIT,Two year,Yes,Credit card (automatic),High
3345-PBBFH,Month-to-month,Yes,Bank transfer (automatic),Medium
5055-BRMNE,Two year,No,Credit card (automatic),High
9189-JWSHV,Month-to-month,Yes,Electronic check,High
2190-PHBHR,Two year,Yes,Credit card (automatic),High
2650-GYRYL,One year,Yes,Bank transfer (automatic),Low
0746-JTRFU,Month-to-month,Yes,Electronic check,Low
5208-FVQKB,Two year,No,Mailed check,Medium
7184-LRUUR,One year,No,Bank transfer (automatic),Medium
6627-CFOSN,Month-to-month,Yes,Bank transfer (automatic),High
3982-JGSFD,One year,Yes,Credit card (automatic),Low
1574-DYCWE,Two year,No,Mailed check,Low
7247-XOZPB,One year,No,Bank transfer (automatic),Medium
2466-FCCPT,One year,No,Bank transfer (automatic),Low
6211-WWLTF,Two year,No,Credit card (automatic),High
4826-TZEVA,Month-to-month,No,Credit card (automatic),Medium
6016-NXBNJ,One year,Yes,Mailed check,Low
9138-EFSMO,One year,No,Bank transfer (automatic),Medium
0576-WNXXC,Month-to-month,Yes,Electronic check,High
4632-XJMEX,One year,No,Credit card (automatic),Medium
8910-LEDAG,Month-to-month,No,Credit card (automatic),Medium
3452-GWUIN,Month-to-month,Yes,Electronic check,High
2716-GFZOR,Month-to-month,Yes,Credit card (automatic),High
3724-UCSHY,Month-to-month,No,Mailed check,Low
8626-XHBIE,Two year,Yes,Mailed check,Low
4628-CTTLA,Month-to-month,Yes,Electronic check,Low
3192-LNKRK,Month-to-month,Yes,Mailed check,High
4439-YRNVD,Month-to-month,No,Electronic check,Low
2876-VBBBL,Month-to-month,Yes,Mailed check,Low
6834-NXDCA,Month-to-month,Yes,Electronic check,Low
2208-UGTGR,Month-to-month,No,Electronic check,High
3005-TYFRD,Month-to-month,Yes,Credit card (automatic),High
8670-MEFCP,Two year,Yes,Credit card (automatic),High
3079-BCHLN,One year,No,Bank transfer (automatic),Low
7777-UNYHB,Month-to-month,Yes,Credit card (automatic),Low
5597-GLBUC,Month-to-month,Yes,Electronic check,High
7278-CKDNC,Month-to-month,Yes,Electronic check,High
2748-MYRVK,One year,No,Bank transfer (automatic),High
8450-UYIBU,Month-to-month,Yes,Electronic check,Low
2969-VAPYH,One year,No,Credit card (automatic),Medium
4822-YCXMX,Month-to-month,Yes,Electronic check,High
7181-OQCUT,Month-to-month,No,Mailed check,High
8474-UMLNT,Month-to-month,No,Bank transfer (automatic),Medium
9821-POOTN,Month-to-month,Yes,Electronic check,Medium
3836-FZSDJ,Two year,No,Bank transfer (automatic),Low
9142-XMYJH,Month-to-month,No,Credit card (automatic),Low
6559-ILWKJ,Two year,No,Electronic check,Medium
0187-QSXOE,Month-to-month,Yes,Electronic check,High
7733-UDMTP,Month-to-month,Yes,Electronic check,Medium
2649-HWLYB,Two year,No,Bank transfer (automatic),Medium
5214-CHIWJ,One year,No,Mailed check,Low
4229-CZMLL,Month-to-month,Yes,Electronic check,Medium
6904-JLBGY,Two year,Yes,Credit card (automatic),High
2465-BLLEU,Month-to-month,Yes,Mailed check,Low
1685-VAYJF,Month-to-month,No,Credit card (automatic),Medium
8874-EJNSR,Two year,No,Mailed check,Low
6917-YACBP,Month-to-month,Yes,Electronic check,High
5049-MUBWG,One year,No,Bank transfer (automatic),Medium
4223-WOZCM,Month-to-month,No,Mailed check,Medium
0769-MURVM,Two year,No,Bank transfer (automatic),Medium
9253-VIFJQ,One year,No,Credit card (automatic),Medium
7030-FZTFM,Two year,No,Credit card (automatic),High
9741-YLNTD,Month-to-month,Yes,Bank transfer (automatic),High
5917-RYRMG,One year,No,Credit card (automatic),Low
5120-ZBLAI,One year,No,Bank transfer (automatic),Medium
1194-BHJYC,Two year,Yes,Mailed check,Medium
3663-MITLP,Month-to-month,Yes,Electronic check,High
0906-QVPMS,Two year,No,Bank transfer (automatic),High
9025-ZRPVR,Month-to-month,Yes,Mailed check,Low
1905-OEILC,Month-to-month,No,Mailed check,Low
7858-GTZSP,Month-to-month,Yes,Electronic check,High
3285-UCQVC,Month-to-month,No,Credit card (automatic),Low
6248-BSHKG,One year,No,Mailed check,Low
4685-TFLLS,One year,No,Bank transfer (automatic),Low
3470-BTGQO,Month-to-month,No,Mailed check,Medium
1209-VFFOC,Two year,Yes,Mailed check,Medium
8224-DWCKX,Month-to-month,Yes,Credit card (automatic),Medium
5482-PLVPE,Month-to-month,No,Electronic check,Low
4553-DVPZG,Month-to-month,Yes,Electronic check,High
4902-OHLSK,Month-to-month,No,Electronic check,High
6917-IAYHD,Month-to-month,No,Mailed check,Low
0495-ZBNGW,Month-to-month,Yes,Bank transfer (automatic),Medium
8620-RJPZN,Month-to-month,No,Electronic check,Low
7572-KPVKK,Two year,Yes,Electronic check,High
2642-MAWLJ,Two year,No,Bank transfer (automatic),Low
2357-COQEK,Month-to-month,Yes,Electronic check,High
7103-ZGVNT,One year,No,Credit card (automatic),Medium
3737-GCSPV,Month-to-month,Yes,Credit card (automatic),High
2027-WKXMW,Month-to-month,Yes,Electronic check,High
7137-NAXML,One year,No,Bank transfer (automatic),Low
2428-ZMCTB,Month-to-month,No,Credit card (automatic),Low
2961-VNFKL,Two year,Yes,Credit card (automatic),Low
1768-HNVGJ,Month-to-month,Yes,Electronic check,Medium
6963-KQYQB,Two year,No,Mailed check,Low
5934-RMPOV,Month-to-month,Yes,Electronic check,High
1207-BLKSA,Two year,No,Mailed check,Low
4088-YLDSU,One year,Yes,Electronic check,High
8316-BBQAY,Two year,No,Credit card (automatic),Medium
1166-PQLGG,Two year,No,Bank transfer (automatic),Low
3146-JTQHR,One year,No,Bank transfer (automatic),Low
4291-YZODP,One year,No,Mailed check,Low
4395-PZMSN,Month-to-month,Yes,Electronic check,High
6427-FEFIG,Two year,No,Credit card (automatic),Medium
0017-IUDMW,Two year,Yes,Credit card (automatic),High
8706-HRADD,Month-to-month,Yes,Mailed check,Medium
9955-QOPOY,One year,Yes,Credit card (automatic),Medium
4385-ZKVNW,Month-to-month,Yes,Bank transfer (automatic),Medium
5446-DKWYW,One year,Yes,Electronic check,Medium
2034-CGRHZ,Month-to-month,Yes,Credit card (automatic),High
5797-APWZC,Month-to-month,No,Electronic check,High
3683-QKIUE,Month-to-month,Yes,Bank transfer (automatic),Medium
4228-ZGYUW,Month-to-month,Yes,Electronic check,High
9031-ZVQPT,Two year,Yes,Electronic check,High
2990-IAJSV,Two year,No,Bank transfer (automatic),High
8107-KNCIM,Month-to-month,Yes,Electronic check,Medium
9027-YFHQJ,Month-to-month,Yes,Bank transfer (automatic),Low
5176-LDKUH,One year,No,Electronic check,Medium
4644-OBGFZ,One year,No,Mailed check,Low
7926-IJOOU,Month-to-month,No,Credit card (automatic),Low
6480-YAGIY,One year,No,Credit card (automatic),High
4029-HPFVY,Month-to-month,Yes,Mailed check,Medium
7602-DBTOU,Two year,No,Mailed check,Low
5345-BMKWB,Month-to-month,No,Mailed check,Low
3519-ZKXGG,Month-to-month,Yes,Electronic check,Medium
5457-COLHT,Two year,No,Bank transfer (automatic),High
6416-TVAIH,Month-to-month,Yes,Electronic check,Medium
5451-YHYPW,Two year,Yes,Credit card (automatic),High
5108-ADXWO,Month-to-month,Yes,Electronic check,Medium
7998-WNZEM,Two year,No,Bank transfer (automatic),High
3066-RRJIO,Month-to-month,Yes,Mailed check,Medium
4664-NJCMS,Two year,No,Bank transfer (automatic),Medium
0307-BCOPK,One year,No,Mailed check,Low
7629-WFGLW,One year,No,Electronic check,High
2542-HYGIQ,Month-to-month,No,Credit card (automatic),Low
6715-OFDBP,Month-to-month,Yes,Electronic check,Medium
5016-LIPDW,One year,No,Mailed check,Low
6481-LXPWL,One year,Yes,Credit card (automatic),Low
1567-DSCIC,Month-to-month,Yes,Electronic check,High
2150-UWTFY,Month-to-month,No,Mailed check,Medium
6124-ACRHJ,Month-to-month,No,Mailed check,Low
9362-MWODR,Month-to-month,Yes,Credit card (automatic),Medium
9975-GPKZU,Two year,No,Credit card (automatic),Low
9625-RZFUK,Two year,No,Mailed check,Low
5153-LXKDT,Two year,Yes,Electronic check,High
5161-UBZXI,Two year,Yes,Credit card (automatic),High
1020-JPQOW,Month-to-month,No,Electronic check,High
7919-ZODZZ,One year,Yes,Mailed check,Medium
0565-JUPYD,One year,No,Credit card (automatic),High
6867-ACCZI,Two year,Yes,Mailed check,Medium
5939-XAIXZ,Month-to-month,Yes,Mailed check,Medium
9054-FOWNV,Month-to-month,Yes,Electronic check,High
2683-BPJSO,Month-to-month,Yes,Electronic check,High
2157-MXBJS,One year,Yes,Mailed check,Medium
8207-VVMYB,Two year,Yes,Bank transfer (automatic),Low
9732-EQMWY,Month-to-month,No,Electronic check,High
9360-AHGNL,One year,Yes,Mailed check,High
1087-UDSIH,Month-to-month,Yes,Mailed check,Low
5269-NRGDP,One year,No,Electronic check,Medium
6195-MELTI,One year,Yes,Mailed check,Medium
5485-WUYWF,Month-to-month,No,Bank transfer (automatic),Medium
2121-JAFOM,Two year,Yes,Credit card (automatic),High
8818-DOPVL,Month-to-month,Yes,Electronic check,High
2632-UCGVD,Month-to-month,Yes,Credit card (automatic),High
5445-PZWGX,One year,No,Electronic check,High
1227-UDMZR,Two year,Yes,Bank transfer (automatic),High
5198-HQAEN,One year,Yes,Electronic check,High
9170-CCKOU,Month-to-month,No,Credit card (automatic),High
2167-FQSTQ,Two year,Yes,Electronic check,High
2819-GWENI,One year,No,Mailed check,Low
1043-YCUTE,Two year,Yes,Credit card (automatic),Low
3814-MLAXC,Month-to-month,Yes,Credit card (automatic),Medium
3572-UUHRS,One year,No,Bank transfer (automatic),Low
2692-PFYTJ,Month-to-month,Yes,Mailed check,Low
1226-UDFZR,Month-to-month,Yes,Mailed check,Medium
5955-EPOAZ,Month-to-month,Yes,Mailed check,Low
6821-JPCDC,One year,Yes,Electronic check,High
8815-LMFLX,Month-to-month,Yes,Bank transfer (automatic),Low
9135-HSWOC,Two year,Yes,Bank transfer (automatic),Low
8582-KRHPJ,Month-to-month,Yes,Mailed check,Low
5811-IWXYM,One year,No,Bank transfer (automatic),High
7044-YAACC,Month-to-month,Yes,Electronic check,Medium
8189-XRIKE,Month-to-month,No,Electronic check,High
1506-YJTYT,Two year,No,Credit card (automatic),Medium
4123-DVHPH,Month-to-month,Yes,Electronic check,High
6425-YQLLO,One year,Yes,Credit card (automatic),High
5442-UTCVD,Month-to-month,No,Electronic check,High
2228-BZDEE,Two year,No,Mailed check,Low
7734-DBOAI,Month-to-month,No,Electronic check,Medium
2789-CZANW,Two year,No,Bank transfer (automatic),High
2091-RFFBA,Month-to-month,Yes,Electronic check,Medium
2114-MGINA,Month-to-month,Yes,Mailed check,High
7596-LDUXP,One year,Yes,Credit card (automatic),High
3740-RLMVT,One year,Yes,Bank transfer (automatic),Medium
4489-SNOJF,Month-to-month,No,Electronic check,Medium
2192-OZITF,Two year,No,Mailed check,Medium
5651-CPDND,Month-to-month,No,Mailed check,Medium
2186-QZEYA,Month-to-month,Yes,Bank transfer (automatic),Medium
1131-ALZWV,One year,No,Bank transfer (automatic),Low
7729-XBTWX,Two year,Yes,Mailed check,Low
9134-WYRVP,One year,No,Mailed check,High
3284-SVCRO,Two year,No,Mailed check,Low
9732-OUYRN,One year,No,Credit card (automatic),Low
0559-CKHUS,Two year,Yes,Mailed check,Low
2931-SVLTV,Month-to-month,Yes,Credit card (automatic),High
6899-PPEEA,Month-to-month,Yes,Electronic check,High
7504-UWHNB,Month-to-month,No,Electronic check,Medium
2582-FFFZR,Month-to-month,Yes,Electronic check,Medium
8908-NMQTX,Two year,Yes,Bank transfer (automatic),Medium
2187-LZGPL,Month-to-month,Yes,Credit card (automatic),Medium
1431-AIDJQ,Two year,No,Credit card (automatic),High
6288-LBEAR,Month-to-month,Yes,Mailed check,Medium
4597-NUCQV,Month-to-month,Yes,Electronic check,High
9019-QVLZD,Month-to-month,No,Electronic check,Medium
8413-YNHNV,Two year,No,Mailed check,High
5808-TOTXO,One year,Yes,Credit card (automatic),Low
4369-NYSCF,One year,Yes,Bank transfer (automatic),Medium
6333-YDVLT,One year,Yes,Credit card (automatic),High
5324-KTGCG,One year,No,Electronic check,Low
5599-HVLTW,Month-to-month,Yes,Bank transfer (automatic),High
7394-LWLYN,Month-to-month,Yes,Electronic check,Medium
3707-LRWZD,One year,No,Electronic check,High
6873-UDNLD,Month-to-month,No,Electronic check,Medium
2700-LUEVA,Month-to-month,No,Credit card (automatic),Low
1455-ESIQH,Month-to-month,Yes,Electronic check,High
0958-YHXGP,Month-to-month,Yes,Mailed check,Medium
1101-SSWAG,Month-to-month,Yes,Electronic check,Medium
2979-SXESE,Month-to-month,No,Electronic check,High
4013-TLDHQ,Month-to-month,Yes,Electronic check,Medium
5743-KHMNA,Two year,No,Bank transfer (automatic),Low
4194-FJARJ,Two year,No,Bank transfer (automatic),Medium
5325-UWTWJ,Month-to-month,Yes,Credit card (automatic),High
3969-GYXEL,Month-to-month,No,Electronic check,Medium
9208-OLGAQ,Month-to-month,Yes,Electronic check,High
3244-CQPHU,Two year,Yes,Bank transfer (automatic),High
2674-MLXMN,Month-to-month,Yes,Credit card (automatic),High
9708-HPXWZ,Month-to-month,No,Credit card (automatic),Medium
6992-TKNYO,One year,No,Credit card (automatic),Medium
4468-YDOVK,Month-to-month,Yes,Bank transfer (automatic),Medium
3754-DXMRT,Month-to-month,Yes,Electronic check,Medium
5792-JALQC,Two year,No,Bank transfer (automatic),Medium
7130-VTEWQ,Month-to-month,Yes,Electronic check,Medium
2200-DSAAL,Two year,Yes,Electronic check,High
4302-ZYFEL,One year,Yes,Credit card (automatic),Low
9351-LZYGF,Month-to-month,Yes,Credit card (automatic),Medium
4366-CTOUZ,Two year,Yes,Mailed check,High
6121-VZNQB,Month-to-month,Yes,Mailed check,Low
7903-CMPEY,Month-to-month,Yes,Electronic check,High
1518-OMDIK,Month-to-month,Yes,Credit card (automatic),Medium
6671-NGWON,Month-to-month,No,Mailed check,Low
0595-ITUDF,Month-to-month,Yes,Electronic check,High
6996-KNSML,Month-to-month,Yes,Electronic check,Medium
1955-IBMMB,Two year,Yes,Bank transfer (automatic),Low
0096-BXERS,Month-to-month,No,Electronic check,Medium
3806-YAZOV,Month-to-month,No,Mailed check,Low
7998-ZLXWN,Month-to-month,No,Credit card (automatic),Low
6253-WRFHY,One year,Yes,Electronic check,Medium
9133-AYJZG,Month-to-month,Yes,Credit card (automatic),High
2675-OTVVJ,Month-to-month,No,Electronic check,High
8680-CGLTP,One year,Yes,Electronic check,Medium
8430-TWCBX,One year,No,Credit card (automatic),Low
5018-GWURO,Month-to-month,Yes,Bank transfer (automatic),High
6741-QRLUP,Two year,Yes,Credit card (automatic),High
4737-HOBAX,Two year,No,Credit card (automatic),Medium
0537-QYZZN,Month-to-month,Yes,Electronic check,Medium
3340-QBBFM,One year,No,Credit card (automatic),Medium
1704-NRWYE,Month-to-month,Yes,Electronic check,High
2592-SEIFQ,Month-to-month,No,Electronic check,Low
8200-KLNYW,One year,No,Mailed check,High
3372-CDXFJ,One year,No,Bank transfer (automatic),Low
4781-ZXYGU,Month-to-month,Yes,Bank transfer (automatic),Low
7632-YUTXB,One year,No,Mailed check,Low
2718-YSKCS,Two year,Yes,Bank transfer (automatic),Low
9896-UYMIE,One year,Yes,Bank transfer (automatic),High
0853-NWIFK,One year,Yes,Electronic check,High
8212-CRQXP,Month-to-month,Yes,Credit card (automatic),Medium
6980-CDGFC,One year,Yes,Bank transfer (automatic),Low
7691-XVTZH,Two year,Yes,Bank transfer (automatic),High
2520-SGTTA,Two year,No,Mailed check,Low
7481-ATQQS,Month-to-month,Yes,Credit card (automatic),High
2277-VWCNI,Month-to-month,No,Mailed check,Medium
1088-CNNKB,One year,No,Credit card (automatic),Medium
8642-GVWRF,Month-to-month,No,Bank transfer (automatic),Medium
1930-BZLHI,One year,Yes,Mailed check,Low
3400-ESFUW,Two year,No,Bank transfer (automatic),Medium
5868-YTYKS,Month-to-month,Yes,Mailed check,Low
3525-DVKFN,Two year,No,Mailed check,Low
1482-OXZSY,Month-to-month,Yes,Bank transfer (automatic),High
0377-JBKKT,Month-to-month,Yes,Mailed check,Medium
5778-BVOFB,Month-to-month,Yes,Bank transfer (automatic),Medium
3373-YZZYM,Month-to-month,No,Mailed check,Low
2057-ZBLPD,Month-to-month,Yes,Electronic check,High
0228-MAUWC,Month-to-month,No,Electronic check,Medium
5502-RLUYV,Month-to-month,Yes,Electronic check,High
0023-HGHWL,Month-to-month,Yes,Electronic check,Low
7663-YJHSN,Two year,Yes,Bank transfer (automatic),High
4915-BFSXL,Two year,No,Credit card (automatic),Medium
3086-RUCRN,Month-to-month,Yes,Bank transfer (automatic),High
5215-LNLDJ,Month-to-month,Yes,Electronic check,Low
7576-JMYWV,Month-to-month,Yes,Electronic check,High
9039-RBEEE,Month-to-month,Yes,Credit card (automatic),Medium
0257-KXZGU,Month-to-month,No,Bank transfer (automatic),Medium
1307-ATKGB,Month-to-month,Yes,Electronic check,High
8417-FMLZI,Month-to-month,Yes,Credit card (automatic),High
3714-XPXBW,Month-to-month,Yes,Credit card (automatic),Medium
1850-AKQEP,Month-to-month,No,Mailed check,Low
2824-DXNKN,Two year,Yes,Bank transfer (automatic),Medium
5227-JSCFE,Two year,No,Credit card (automatic),Medium
0848-ZGQIJ,Month-to-month,Yes,Bank transfer (automatic),High
3621-CHYVB,Month-to-month,Yes,Bank transfer (automatic),Medium
8042-RNLKO,One year,No,Bank transfer (automatic),Low
1792-UXAFY,Month-to-month,Yes,Electronic check,High
5372-FBKBN,Month-to-month,No,Mailed check,Low
0420-TXVSG,Two year,Yes,Credit card (automatic),Medium
6217-TOWGS,Month-to-month,Yes,Bank transfer (automatic),Medium
0515-YPMCW,Month-to-month,Yes,Mailed check,Medium
0378-XSZPU,One year,No,Credit card (automatic),Medium
1045-LTCYT,Month-to-month,No,Credit card (automatic),Low
1544-JJMYL,One year,No,Credit card (automatic),Medium
4636-JGAAI,Month-to-month,No,Mailed check,High
6874-SGLHU,One year,Yes,Bank transfer (automatic),High
5951-AOFIH,Month-to-month,Yes,Credit card (automatic),Medium
4729-XKASR,Month-to-month,No,Electronic check,Low
3059-NGMXB,Month-to-month,No,Mailed check,Medium
8652-YHIYU,One year,Yes,Credit card (automatic),Medium
5278-PNYOX,Two year,No,Credit card (automatic),High
5449-FIBXJ,Month-to-month,No,Electronic check,High
3486-HOOGQ,Two year,No,Bank transfer (automatic),Medium
5061-PBXFW,Month-to-month,No,Bank transfer (automatic),Medium
8630-FJLIB,Month-to-month,Yes,Electronic check,Medium
3891-NLXJB,Two year,Yes,Mailed check,Medium
4749-OJKQU,Month-to-month,Yes,Electronic check,Medium
0577-WHMEV,Month-to-month,No,Electronic check,High
5453-AXEPF,Month-to-month,Yes,Bank transfer (automatic),High
3639-XJHKQ,Month-to-month,Yes,Electronic check,Medium
3716-LRGXK,Two year,No,Credit card (automatic),High
2263-SFSQZ,Two year,Yes,Mailed check,Low
9950-MTGYX,Two year,Yes,Credit card (automatic),Low
3397-AVTKU,Two year,Yes,Electronic check,Medium
4825-FUREZ,Two year,No,Electronic check,Low
9837-BMCLM,Month-to-month,Yes,Electronic check,Medium
2672-OJQZP,Month-to-month,No,Mailed check,Medium
0137-UDEUO,Month-to-month,No,Mailed check,Low
3134-DSHVC,Two year,No,Credit card (automatic),High
6161-UUUTA,Month-to-month,Yes,Electronic check,Medium
7821-DPRQE,Month-to-month,Yes,Electronic check,High
6543-XRMYR,Month-to-month,Yes,Electronic check,High
2001-EWBQU,Two year,No,Electronic check,High
4925-LMHOK,Month-to-month,Yes,Credit card (automatic),Medium
1608-GMEWB,Month-to-month,Yes,Bank transfer (automatic),High
6695-AMZUF,Two year,No,Credit card (automatic),High
1455-UGQVH,Month-to-month,Yes,Electronic check,High
8410-BGQXN,Month-to-month,No,Mailed check,Low
8280-MQRQN,Month-to-month,Yes,Mailed check,Medium
1619-YWUBB,Two year,Yes,Credit card (automatic),Low
7611-YKYTC,Month-to-month,No,Bank transfer (automatic),Medium
2037-SGXHH,Month-to-month,Yes,Electronic check,High
3178-FESZO,Month-to-month,Yes,Credit card (automatic),High
0365-GXEZS,Month-to-month,No,Electronic check,Medium
0082-OQIQY,Month-to-month,Yes,Electronic check,High
6087-MVHJH,Month-to-month,Yes,Electronic check,High
4603-JANFB,Month-to-month,Yes,Electronic check,Medium
3018-TFTSU,Month-to-month,No,Bank transfer (automatic),High
3606-SBKRY,One year,Yes,Electronic check,Medium
4806-KEXQR,Month-to-month,Yes,Electronic check,Medium
0667-NSRGI,One year,Yes,Mailed check,Medium
7083-YNSKY,Month-to-month,Yes,Credit card (automatic),Low
6893-ODYYE,One year,Yes,Credit card (automatic),High
8242-JSVBO,Month-to-month,Yes,Bank transfer (automatic),Medium
