customer_ID,phone_services,multiple_lines,internet_services,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_services
0635-WKOLD,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,6
5993-JSUWV,Yes,No,DSL,Yes,Yes,Yes,No,No,No,5
4518-FZBSX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5387-ASZNZ,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6
6988-CJEYV,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
2002-MZHWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3097-FQTVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5465-BUBFA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7299-GNVPL,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,5
9743-DQKQW,No,No phone service,DSL,No,No,No,No,No,No,1
1215-VFYVK,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,5
9371-BITHB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2265-CYWIV,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6
9093-FPDLG,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,6
0541-FITGH,Yes,No,DSL,Yes,No,No,No,No,Yes,4
6985-HAYWX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
7508-KBIMB,Yes,No,DSL,Yes,No,Yes,No,No,No,4
6838-HVLXG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2277-DJJDL,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6
1897-OKVMW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
5485-ITNPC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
0233-FTHAV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4
4644-PIZRT,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,6
8922-NPKBJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2740-TVLFN,Yes,Yes,DSL,No,No,No,No,No,No,3
7771-CFQRQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes,5
9512-PHSMG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6963-EZQEE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
2452-KDRRH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
2004-OCQXK,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
5027-QPKTE,Yes,No,Fiber optic,No,No,No,No,No,No,2
4146-SVFUD,Yes,No,DSL,No,No,No,No,No,No,2
1564-HJUVY,Yes,No,DSL,No,Yes,No,Yes,Yes,No,5
3617-XLSGQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
7517-LDMPS,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
7244-KXYZN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5226-NOZFC,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4
2672-HUYVI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
1400-WIVLL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
7508-MYBOG,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
8148-NLEGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
0148-DCDOS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
8347-GDTMP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9992-RRAMN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
6746-WAUWT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0310-MVLET,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
0428-IKYCP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,4
4550-VBOFE,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
2187-PKZAY,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
4003-OCTMP,Yes,No,DSL,Yes,No,No,Yes,No,Yes,5
6652-YFFJO,Yes,No,DSL,No,No,No,No,Yes,Yes,4
7225-IILWY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5248-RPYWW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
7923-IYJWY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
3170-GWYKC,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7
5696-QURRL,Yes,No,DSL,No,No,No,No,No,No,2
7409-KIUTL,Yes,No,Fiber optic,No,No,No,No,No,No,2
9830-ECLEN,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,5
1732-VHUBQ,Yes,No,Fiber optic,No,No,No,No,No,No,2
0495-RVCBF,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
2668-TZSPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7854-EDSSA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,5
8869-TORSS,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5
7446-SFAOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9522-ZSINC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8234-GSZYK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6505-OZNPG,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
6164-HAQTX,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,6
0679-IDSTG,Yes,No,Fiber optic,No,No,No,No,No,No,2
7765-LWVVH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6
1658-TJVOA,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
0953-LGOVU,No,No phone service,DSL,No,Yes,No,Yes,No,No,3
2115-BFTIW,Yes,No,Fiber optic,No,No,No,No,No,No,2
4692-NNQRU,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,4
7742-MYPGI,Yes,No,DSL,No,No,No,Yes,No,No,3
0611-DFXKO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
7780-OTDSO,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6
9619-GSATL,Yes,No,DSL,No,Yes,No,Yes,No,No,4
5622-UEJFI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
9747-DDZOS,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
0674-DGMAQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6
6203-HBZPA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
0484-FFVBJ,Yes,No,DSL,No,No,No,No,Yes,Yes,4
0301-FIDRB,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
4139-JPIAM,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,4
2181-TIDSV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2761-XECQW,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,4
1936-CZAKF,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4
9453-PATOS,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
0564-JJHGS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
3348-CFRNX,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,5
4402-FTBXC,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,5
1428-GTBJJ,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
2931-XIQBR,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,6
0106-UGRDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
5542-TBBWB,Yes,No,Fiber optic,No,No,No,No,No,No,2
1930-QPBVZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,6
2606-PKWJB,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,4
5322-ZSMZY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
8059-UDZFY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
7740-BTPUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
5220-AGAAX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
0208-BPQEJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9435-JMLSX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
3352-ALMCK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
5312-IRCFR,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6
5294-IMHHT,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,6
8802-UNOJF,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,5
6313-GIDIT,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5
6176-YJWAS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,7
5310-NOOVA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4526-EXKKN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5311-IHLEI,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,5
3987-KQDDU,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
3404-JNXAX,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4
5131-PONJI,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,5
2845-AFFTX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
3489-VSFRD,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5
3345-JHUEO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5815-HGGHV,Yes,No,DSL,Yes,No,No,Yes,No,Yes,5
5260-UMPWX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2249-YPRNG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
7410-YTJIK,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
4626-GYCZP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
5649-RXQTV,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6
2674-MIAHT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
2576-HXMPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7587-AOVVU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,7
5590-BYNII,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6
6898-MDLZW,Yes,No,DSL,No,Yes,No,Yes,No,No,4
3237-AJGEH,No,No phone service,DSL,No,No,No,Yes,No,No,2
4707-YNOQA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
9357-UJRUN,Yes,Yes,DSL,Yes,No,No,Yes,No,No,5
1591-NFNLQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4
8648-PFRMP,No,No phone service,DSL,No,No,No,No,Yes,Yes,3
7663-CUXZB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
0258-NOKBL,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5
1163-VIPRI,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
2815-CPTUL,Yes,No,Fiber optic,No,No,No,No,No,No,2
9348-ROUAI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
9443-JUBUO,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
0596-BQCEQ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6
1481-ZUWZA,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6
3043-TYBNO,Yes,No,DSL,No,No,No,Yes,No,Yes,4
4830-FAXFM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5906-BFOZT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2960-NKRSO,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,5
8996-ZROXE,Yes,No,DSL,No,No,Yes,Yes,No,No,4
5598-IKHQQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
0397-ZXWQF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5266-PFRQK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4674-HGNUA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
6765-MBQNU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
9786-IJYDL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
1303-SRDOK,Yes,No,Fiber optic,No,No,No,No,No,No,2
3769-MHZNV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6295-OSINB,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
3308-MHOOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2309-OSFEU,No,No phone service,DSL,No,No,No,No,No,Yes,2
2207-QPJED,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,5
4177-JPDFU,No,No phone service,DSL,No,Yes,No,Yes,No,No,3
2239-CFOUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8046-DNVTL,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,4
2209-XADXF,No,No phone service,DSL,No,No,No,No,No,No,1
6620-JDYNW,Yes,Yes,DSL,Yes,No,Yes,No,No,No,5
1891-FZYSA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5
4770-UEZOX,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
1038-RQOST,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7613-LLQFO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
4568-TTZRT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9513-DXHDA,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7
2640-PMGFL,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4
3801-HMYNL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
0516-QREYC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9685-WKZGT,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
6022-UGGSO,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
8084-OIVBS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8896-BQTTI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
3865-QBWSJ,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4
3352-RICWQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2160-GPFXD,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6
2065-MMKGR,Yes,Yes,DSL,No,No,No,No,Yes,Yes,5
5857-TYBCJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5
1498-NHTLT,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
4484-CGXFK,Yes,No,DSL,No,No,No,No,No,Yes,3
1402-PTHGN,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5
4176-RELJR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6214-EDAKZ,Yes,No,DSL,No,Yes,No,Yes,No,No,4
5199-FPUSP,No,No phone service,DSL,Yes,No,No,Yes,No,No,3
6377-KSLXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1796-JANOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0238-WHBIQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
8735-NBLWT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6651-RLGGM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6127-ISGTU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
1614-JBEBI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8740-XLHDR,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,5
1208-DNHLN,Yes,Yes,DSL,No,No,No,No,No,No,3
1761-AEZZR,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
3923-CSIHK,Yes,No,Fiber optic,No,No,No,No,No,No,2
5696-EXCYS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5795-KTGUD,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
7120-RFMVS,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
7924-GJZFI,Yes,No,Fiber optic,No,No,No,No,No,No,2
4702-HDRKD,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,5
8512-WIWYV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5897-ZYEKH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7
5456-ITGIC,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
7317-GGVPB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
1406-PUQVY,Yes,No,DSL,No,Yes,No,No,No,No,3
1322-AGOQM,No,No phone service,DSL,No,Yes,No,No,No,No,2
3677-IYRBF,No,No phone service,DSL,No,No,Yes,No,No,No,2
5692-FPTAH,Yes,No,DSL,No,No,No,No,No,No,2
9114-AAFQH,Yes,No,DSL,No,Yes,Yes,No,No,Yes,5
8715-KKTFG,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
1550-LOAHA,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
1728-BQDMA,Yes,No,DSL,No,No,No,No,No,No,2
0268-QKIWO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0876-WDUUZ,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,4
5117-ZSMHQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
5151-HQRDG,Yes,Yes,DSL,Yes,No,No,No,No,No,4
0960-HUWBM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
6465-GSRCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7
0617-FHSGK,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
0263-FJTQO,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,6
7319-ZNRTR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2858-MOFSQ,Yes,Yes,DSL,No,No,Yes,No,No,No,4
7503-EPSZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
7089-XXAYG,No,No phone service,DSL,No,No,Yes,No,Yes,No,3
8118-LSUEL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
8070-AAWZP,No,No phone service,DSL,No,No,Yes,Yes,No,No,3
1666-JXLKU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
7855-DIWPO,Yes,No,Fiber optic,No,No,No,No,No,No,2
5133-POWUA,Yes,No,DSL,No,No,No,No,No,No,2
5652-MSDEY,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
7005-CCBKV,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
1810-BOHSY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6
1784-BXEFA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7351-MHQVU,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,5
9224-VTYID,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
9500-IWPXQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8
5762-TJXGK,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,6
4504-YOULA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,5
5569-IDSEY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
4250-FDVOU,Yes,No,DSL,Yes,Yes,No,No,No,No,4
7284-ZZLOH,Yes,No,DSL,Yes,No,Yes,No,No,No,4
5277-ZLOOR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
2141-RRYGO,Yes,No,DSL,No,Yes,No,No,Yes,Yes,5
1777-JYQPJ,No,No phone service,DSL,No,No,No,No,No,No,1
6376-GAHQE,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
3401-URHDA,Yes,Yes,DSL,Yes,No,No,Yes,No,No,5
1599-EAHXY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
8631-XVRZL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5052-PNLOS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
3853-LYGAM,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,6
6979-ZNSFF,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
5751-USDBL,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7
5680-LQOGP,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
2386-LAHRK,Yes,No,DSL,No,No,No,No,Yes,No,3
8189-DUKMV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6032-IGALN,No,No phone service,DSL,No,No,No,No,No,No,1
9931-DCEZH,Yes,No,DSL,No,Yes,No,Yes,No,No,4
1898-JSNDC,Yes,No,DSL,No,Yes,No,No,Yes,No,4
0315-LVCRK,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4
3911-RSNHI,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,6
2410-CIYFZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4248-HCETZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4
5505-OVWQW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7271-AJDTL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
1867-TJHTS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4
0516-WJVXC,Yes,No,DSL,Yes,No,No,Yes,No,No,4
9174-FKWZE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6860-YRJZP,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
4429-WYGFR,Yes,No,DSL,No,No,No,Yes,No,No,3
2817-LVCPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5038-ETMLM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
5056-FIMPT,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7
4521-WFJAI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6569-KTMDU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8809-RIHDD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
8809-XKHMD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,7
0396-YCHWO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
0867-LDTTC,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6
4822-NGOCH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5
9391-DXGGG,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5
9844-FELAJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
2122-SZZZD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5307-DZCVC,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
3148-AOIQT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
8679-JOEVF,Yes,No,DSL,No,No,No,Yes,Yes,No,4
8395-ETZKQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6692-YQHXC,Yes,No,Fiber optic,No,No,No,No,No,No,2
3889-VWBID,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,7
5222-JCXZT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9754-CLVZW,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,4
1432-FPAXX,No,No phone service,DSL,No,Yes,No,No,No,No,2
2739-CCZMB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7080-TNUWP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
0496-AHOOK,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,6
8336-TAVKX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8
2468-SJFLM,Yes,No,Fiber optic,No,No,No,Yes,No,No,3
3181-VTHOE,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,5
7168-HDQHG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4803-AXVYP,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6
3884-HCSWG,Yes,No,Fiber optic,No,No,No,No,No,No,2
4567-AKPIA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
5077-DXTCG,Yes,No,DSL,No,No,No,No,No,No,2
1142-WACZW,No,No phone service,DSL,No,No,No,Yes,No,No,2
7901-HXJVA,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
5649-ANRML,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,6
4892-VLANZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5924-IFQTT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,7
7968-QUXNS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2919-HBCJO,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
4236-XPXAV,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,6
8903-WMRNW,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,6
2452-SNHFZ,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
3629-WEAAM,Yes,No,DSL,No,No,Yes,Yes,No,Yes,5
6029-CSMJE,No,No phone service,DSL,No,No,No,No,No,No,1
7993-NQLJE,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
9909-DFRJA,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,6
9099-FTUHS,Yes,Yes,DSL,Yes,No,No,No,No,No,4
0581-BXBUB,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
4962-CHQPW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9467-ROOLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
