customer_ID,gender,senior_citizen,partner,dependents,tenure,tenure_group,churn
5154-VEKBL,Female,NO,No,No,9,0-1 Year,Yes
4324-AHJKS,Female,NO,No,No,5,0-1 Year,No
4355-CVPVS,Female,NO,Yes,Yes,56,4-5 Years,No
4495-LHSSK,Female,NO,No,Yes,18,1-2 Years,No
5655-JSMZM,Male,YES,No,No,49,4-5 Years,Yes
5915-ANOEI,Male,NO,Yes,No,70,5+ Years,No
9861-PDSZP,Female,NO,No,No,72,5+ Years,No
4505-EXZHB,Female,YES,No,No,6,0-1 Year,Yes
7225-CBZPL,Male,YES,Yes,No,17,1-2 Years,No
6704-UTUKK,Male,NO,Yes,No,29,2-4 Years,No
4587-VVTOX,Female,NO,Yes,No,6,0-1 Year,Yes
2019-HDCZY,Male,NO,Yes,No,63,5+ Years,No
4652-NNHNY,Male,NO,Yes,No,16,1-2 Years,Yes
8788-DOXSU,Male,NO,No,No,59,4-5 Years,No
7404-JLKQG,Female,NO,No,No,3,0-1 Year,No
7421-ZLUPA,Female,NO,No,No,8,0-1 Year,No
8972-HJWNV,Female,YES,Yes,No,7,0-1 Year,Yes
3274-NSDWE,Female,NO,No,No,68,5+ Years,No
2632-IVXVF,Female,NO,Yes,Yes,68,5+ Years,No
3692-JHONH,Female,YES,Yes,No,52,4-5 Years,No
8915-NNTRC,Male,NO,Yes,Yes,72,5+ Years,No
5914-GXMDA,Female,NO,Yes,No,32,2-4 Years,No
7463-IFMQU,Female,NO,Yes,No,72,5+ Years,No
2920-RNCEZ,Male,NO,Yes,Yes,1,0-1 Year,No
2541-YGPKE,Male,NO,Yes,Yes,42,2-4 Years,No
8515-OCTJS,Female,NO,No,No,25,2-4 Years,Yes
5382-TEMLV,Male,NO,No,No,45,2-4 Years,No
3441-CGZJH,Female,NO,Yes,Yes,43,2-4 Years,No
9592-ERDKV,Male,NO,Yes,No,37,2-4 Years,No
2860-RANUS,Female,YES,No,No,20,1-2 Years,Yes
5261-QSHQM,Female,NO,No,No,4,0-1 Year,Yes
4778-IZARL,Male,NO,Yes,No,63,5+ Years,No
0432-CAJZV,Male,NO,No,No,3,0-1 Year,No
7008-LZVOZ,Male,NO,Yes,Yes,66,5+ Years,No
8868-WOZGU,Male,NO,No,No,28,2-4 Years,Yes
1200-TUZHR,Female,YES,No,No,8,0-1 Year,No
9365-CSLBQ,Male,NO,No,Yes,71,5+ Years,No
1334-FJSVR,Male,NO,No,No,1,0-1 Year,Yes
5884-FBCTL,Female,NO,Yes,Yes,72,5+ Years,No
7130-CTCUS,Male,YES,Yes,No,16,1-2 Years,No
6242-FEGFD,Male,NO,Yes,No,66,5+ Years,No
7625-XCQRH,Female,NO,No,No,11,0-1 Year,Yes
6194-HBGQN,Male,NO,No,No,51,4-5 Years,No
7634-WSWDB,Female,NO,No,Yes,8,0-1 Year,No
6986-IXNDM,Male,NO,No,No,14,1-2 Years,No
1731-TVIUK,Female,NO,No,No,4,0-1 Year,Yes
2987-BJXIK,Female,NO,No,No,70,5+ Years,No
9769-TSBZE,Female,NO,No,Yes,70,5+ Years,No
0406-BPDVR,Female,YES,Yes,No,54,4-5 Years,Yes
0618-XWMSS,Male,NO,No,Yes,28,2-4 Years,Yes
1395-WSWXR,Male,NO,No,No,24,2-4 Years,No
6023-GSSXW,Female,NO,Yes,No,69,5+ Years,No
6752-APNJL,Male,NO,Yes,Yes,42,2-4 Years,No
5276-KQWHG,Female,YES,No,No,2,0-1 Year,Yes
0420-HLGXF,Female,YES,No,No,39,2-4 Years,No
7446-KQISO,Male,NO,Yes,Yes,45,2-4 Years,No
9823-EALYC,Male,NO,Yes,Yes,72,5+ Years,No
0582-AVCLN,Female,NO,No,No,38,2-4 Years,No
5803-NQJZO,Male,NO,Yes,No,72,5+ Years,No
2565-JSLRY,Male,NO,No,No,1,0-1 Year,Yes
2607-DHDAK,Male,NO,Yes,Yes,72,5+ Years,No
1073-XXCZD,Male,NO,Yes,No,55,4-5 Years,No
0743-HRVFF,Female,NO,Yes,Yes,51,4-5 Years,No
4006-HKYHO,Male,NO,No,No,63,5+ Years,No
3727-JEZTU,Female,NO,No,No,1,0-1 Year,No
8143-ETQTI,Female,NO,Yes,Yes,23,1-2 Years,No
6689-KXGBO,Female,NO,No,No,1,0-1 Year,Yes
9667-TKTVZ,Female,NO,No,No,2,0-1 Year,No
3657-COGMW,Female,YES,No,No,52,4-5 Years,No
8570-KLJYJ,Female,NO,No,No,36,2-4 Years,No
7754-IXRMC,Female,NO,No,No,1,0-1 Year,No
9473-CBZOP,Female,NO,No,No,28,2-4 Years,No
2969-WGHQO,Female,NO,Yes,Yes,7,0-1 Year,No
6615-NGGZJ,Male,NO,No,No,14,1-2 Years,Yes
4334-HOWRP,Male,YES,Yes,No,72,5+ Years,No
4255-DDUOU,Female,NO,Yes,Yes,1,0-1 Year,Yes
5863-OOKCL,Female,NO,No,No,10,0-1 Year,No
1686-STUHN,Male,NO,No,No,42,2-4 Years,No
1329-VHWNP,Female,NO,No,No,7,0-1 Year,No
2984-MIIZL,Male,NO,No,No,4,0-1 Year,Yes
0266-GMEAO,Male,NO,Yes,Yes,72,5+ Years,No
5590-YRFJT,Female,NO,Yes,No,20,1-2 Years,Yes
5574-NXZIU,Male,NO,No,No,63,5+ Years,No
0019-GFNTW,Female,NO,No,No,56,4-5 Years,No
4256-ZWTZI,Female,NO,No,Yes,5,0-1 Year,No
8309-PPCED,Female,NO,Yes,No,72,5+ Years,No
4098-NAUKP,Male,YES,Yes,Yes,68,5+ Years,No
5196-WPYOW,Male,NO,Yes,Yes,67,5+ Years,No
4608-LCIMN,Male,NO,Yes,Yes,8,0-1 Year,No
1485-YDHMM,Male,NO,Yes,Yes,52,4-5 Years,No
4054-CUMIA,Female,NO,Yes,Yes,18,1-2 Years,No
0603-TPMIB,Female,NO,Yes,Yes,59,4-5 Years,No
2525-GVKQU,Female,NO,No,No,60,5+ Years,No
8161-QYMTT,Male,NO,No,No,7,0-1 Year,No
9581-GVBXT,Male,NO,Yes,Yes,59,4-5 Years,No
5862-BRIXZ,Male,NO,No,No,46,2-4 Years,No
5404-GGUKR,Male,NO,No,No,5,0-1 Year,No
3308-JSGML,Male,YES,Yes,No,59,4-5 Years,No
2126-GSEGL,Female,NO,Yes,No,70,5+ Years,No
3677-TNKIO,Female,NO,No,No,14,1-2 Years,Yes
0440-QEXBZ,Female,NO,No,No,44,2-4 Years,No
2434-EEVDB,Female,NO,Yes,No,64,5+ Years,No
6762-QVYJO,Female,NO,Yes,Yes,58,4-5 Years,No
6199-IWKGC,Female,YES,Yes,No,46,2-4 Years,No
2675-DHUTR,Male,YES,Yes,No,58,4-5 Years,No
8152-VETUR,Female,NO,Yes,No,72,5+ Years,No
9667-EQRXU,Female,YES,No,No,30,2-4 Years,Yes
7446-YPODE,Male,YES,No,No,11,0-1 Year,No
9522-BNTHX,Female,YES,No,No,34,2-4 Years,No
4676-WLUHT,Male,NO,No,No,54,4-5 Years,No
3329-WDIOK,Female,NO,No,No,3,0-1 Year,Yes
7980-MHFLQ,Female,NO,Yes,Yes,72,5+ Years,No
2873-ZLIWT,Female,NO,Yes,Yes,40,2-4 Years,Yes
3415-TAILE,Female,NO,Yes,Yes,2,0-1 Year,Yes
0757-WCUUZ,Male,NO,Yes,Yes,54,4-5 Years,No
1629-DQQVB,Female,NO,No,No,14,1-2 Years,No
1915-IOFGU,Female,NO,No,No,1,0-1 Year,Yes
3045-XETSH,Female,NO,No,No,10,0-1 Year,Yes
0374-AACSZ,Female,NO,No,No,1,0-1 Year,No
7239-HZZCX,Male,NO,No,No,1,0-1 Year,Yes
4872-VXRIL,Male,NO,No,No,56,4-5 Years,No
9140-CZQZZ,Female,NO,Yes,No,68,5+ Years,No
3423-HHXAO,Female,NO,Yes,Yes,14,1-2 Years,No
9938-TKDGL,Male,NO,Yes,Yes,68,5+ Years,No
0531-ZZJWQ,Male,YES,Yes,No,55,4-5 Years,No
6537-QLGEX,Female,NO,No,No,16,1-2 Years,No
2688-BHGOG,Male,YES,No,No,9,0-1 Year,No
7683-CBDKJ,Male,NO,Yes,Yes,14,1-2 Years,Yes
0946-CLJTI,Male,YES,Yes,No,58,4-5 Years,Yes
3160-TYXLT,Male,NO,No,No,53,4-5 Years,No
1325-USMEC,Male,NO,Yes,No,70,5+ Years,No
0916-QOFDP,Female,YES,Yes,Yes,14,1-2 Years,No
0628-CNQRM,Male,NO,Yes,Yes,22,1-2 Years,Yes
5606-AMZBO,Female,NO,Yes,No,10,0-1 Year,No
6199-IPCAO,Female,NO,Yes,Yes,29,2-4 Years,No
7665-TOALD,Female,NO,No,No,1,0-1 Year,Yes
0112-QWPNC,Male,NO,Yes,No,49,4-5 Years,Yes
0324-BRPCJ,Female,YES,Yes,No,68,5+ Years,Yes
2777-PHDEI,Female,NO,No,No,1,0-1 Year,Yes
5640-CAXOA,Female,NO,No,No,30,2-4 Years,No
2235-EZAIK,Female,NO,Yes,No,72,5+ Years,No
3847-BAERP,Female,NO,No,No,10,0-1 Year,No
1196-AMORA,Male,NO,No,No,7,0-1 Year,Yes
4282-YMKNA,Female,NO,No,No,9,0-1 Year,Yes
1453-RZFON,Female,NO,No,Yes,1,0-1 Year,No
8263-OKETD,Female,NO,No,No,20,1-2 Years,No
0670-KDOMA,Female,NO,No,No,1,0-1 Year,No
2476-YGEFM,Female,NO,No,No,29,2-4 Years,No
8687-BAFGU,Male,NO,No,No,1,0-1 Year,No
0641-EVBOJ,Male,NO,No,No,3,0-1 Year,No
0829-XXPLX,Female,NO,No,No,20,1-2 Years,No
9974-JFBHQ,Male,NO,No,Yes,64,5+ Years,No
5356-RHIPP,Male,NO,No,No,1,0-1 Year,Yes
6624-JDRDS,Female,NO,No,No,6,0-1 Year,No
0608-JDVEC,Male,NO,Yes,No,50,4-5 Years,No
9780-FKVVF,Male,NO,No,No,6,0-1 Year,No
1919-RTPQD,Male,NO,Yes,Yes,7,0-1 Year,No
5214-NLTIT,Male,NO,Yes,Yes,72,5+ Years,No
3345-PBBFH,Male,NO,Yes,No,8,0-1 Year,No
5055-BRMNE,Female,NO,Yes,Yes,67,5+ Years,No
9189-JWSHV,Female,YES,Yes,No,24,2-4 Years,Yes
2190-PHBHR,Female,NO,Yes,No,72,5+ Years,No
2650-GYRYL,Male,NO,Yes,Yes,33,2-4 Years,No
0746-JTRFU,Male,NO,No,No,2,0-1 Year,Yes
5208-FVQKB,Male,NO,Yes,No,70,5+ Years,No
7184-LRUUR,Female,NO,No,No,22,1-2 Years,No
6627-CFOSN,Female,NO,No,No,59,4-5 Years,No
3982-JGSFD,Male,NO,No,No,36,2-4 Years,No
1574-DYCWE,Female,NO,Yes,Yes,51,4-5 Years,No
7247-XOZPB,Male,NO,Yes,No,53,4-5 Years,No
2466-FCCPT,Female,NO,Yes,Yes,20,1-2 Years,No
6211-WWLTF,Male,NO,Yes,No,63,5+ Years,No
4826-TZEVA,Female,NO,No,No,40,2-4 Years,No
6016-NXBNJ,Male,NO,No,No,35,2-4 Years,No
9138-EFSMO,Male,NO,Yes,Yes,26,2-4 Years,No
0576-WNXXC,Male,YES,Yes,No,27,2-4 Years,Yes
4632-XJMEX,Male,NO,No,Yes,53,4-5 Years,No
8910-LEDAG,Male,YES,Yes,No,34,2-4 Years,No
3452-GWUIN,Female,YES,Yes,No,19,1-2 Years,No
2716-GFZOR,Male,NO,Yes,No,43,2-4 Years,No
3724-UCSHY,Male,NO,Yes,Yes,6,0-1 Year,No
8626-XHBIE,Male,NO,No,Yes,56,4-5 Years,No
4628-CTTLA,Male,NO,No,No,57,4-5 Years,Yes
3192-LNKRK,Male,NO,Yes,Yes,34,2-4 Years,No
4439-YRNVD,Female,NO,No,No,10,0-1 Year,No
2876-VBBBL,Female,NO,No,No,1,0-1 Year,Yes
6834-NXDCA,Female,NO,No,No,13,1-2 Years,Yes
2208-UGTGR,Male,NO,No,No,56,4-5 Years,No
3005-TYFRD,Female,NO,Yes,No,55,4-5 Years,No
8670-MEFCP,Female,NO,Yes,Yes,36,2-4 Years,No
3079-BCHLN,Male,NO,Yes,No,47,2-4 Years,No
7777-UNYHB,Female,NO,Yes,Yes,12,1-2 Years,No
5597-GLBUC,Female,NO,No,No,1,0-1 Year,Yes
7278-CKDNC,Male,YES,No,No,24,2-4 Years,No
2748-MYRVK,Female,NO,No,No,63,5+ Years,Yes
8450-UYIBU,Female,YES,No,No,35,2-4 Years,No
2969-VAPYH,Female,NO,No,No,67,5+ Years,No
4822-YCXMX,Male,NO,No,No,25,2-4 Years,Yes
7181-OQCUT,Male,NO,No,No,21,1-2 Years,No
8474-UMLNT,Female,NO,No,No,13,1-2 Years,No
9821-POOTN,Male,NO,Yes,No,35,2-4 Years,Yes
3836-FZSDJ,Male,YES,Yes,No,71,5+ Years,No
9142-XMYJH,Female,NO,No,No,29,2-4 Years,No
6559-ILWKJ,Male,NO,Yes,No,71,5+ Years,Yes
0187-QSXOE,Male,YES,Yes,No,7,0-1 Year,No
7733-UDMTP,Female,YES,No,No,57,4-5 Years,No
2649-HWLYB,Male,NO,Yes,No,65,5+ Years,No
5214-CHIWJ,Male,NO,No,No,27,2-4 Years,No
4229-CZMLL,Male,NO,No,No,6,0-1 Year,Yes
6904-JLBGY,Female,YES,No,No,72,5+ Years,No
2465-BLLEU,Male,NO,No,No,1,0-1 Year,No
1685-VAYJF,Male,NO,No,No,11,0-1 Year,No
8874-EJNSR,Male,NO,Yes,Yes,39,2-4 Years,No
6917-YACBP,Female,YES,No,No,59,4-5 Years,No
5049-MUBWG,Male,NO,No,No,26,2-4 Years,No
4223-WOZCM,Male,YES,No,No,2,0-1 Year,No
0769-MURVM,Female,NO,Yes,Yes,72,5+ Years,No
9253-VIFJQ,Male,NO,Yes,No,65,5+ Years,No
7030-FZTFM,Male,NO,Yes,Yes,72,5+ Years,No
9741-YLNTD,Male,NO,No,No,6,0-1 Year,No
5917-RYRMG,Male,YES,No,No,32,2-4 Years,No
5120-ZBLAI,Female,NO,Yes,No,50,4-5 Years,No
1194-BHJYC,Male,NO,Yes,No,61,5+ Years,No
3663-MITLP,Female,NO,No,No,15,1-2 Years,Yes
0906-QVPMS,Male,NO,Yes,No,72,5+ Years,No
9025-ZRPVR,Male,NO,No,No,9,0-1 Year,Yes
1905-OEILC,Female,NO,No,No,1,0-1 Year,No
7858-GTZSP,Female,NO,No,No,12,1-2 Years,No
3285-UCQVC,Female,NO,No,No,37,2-4 Years,Yes
6248-BSHKG,Male,NO,Yes,Yes,61,5+ Years,No
4685-TFLLS,Male,NO,Yes,Yes,18,1-2 Years,No
3470-BTGQO,Male,NO,No,Yes,21,1-2 Years,No
1209-VFFOC,Male,NO,Yes,Yes,68,5+ Years,No
8224-DWCKX,Male,YES,No,No,12,1-2 Years,No
5482-PLVPE,Female,YES,No,No,2,0-1 Year,Yes
4553-DVPZG,Female,NO,Yes,No,62,5+ Years,No
4902-OHLSK,Female,YES,No,No,29,2-4 Years,Yes
6917-IAYHD,Male,NO,No,Yes,1,0-1 Year,No
0495-ZBNGW,Male,YES,Yes,No,5,0-1 Year,Yes
8620-RJPZN,Female,NO,No,No,1,0-1 Year,No
7572-KPVKK,Male,NO,No,Yes,62,5+ Years,No
2642-MAWLJ,Female,NO,Yes,Yes,36,2-4 Years,No
2357-COQEK,Female,YES,No,No,28,2-4 Years,Yes
7103-ZGVNT,Female,NO,Yes,Yes,69,5+ Years,No
3737-GCSPV,Female,NO,Yes,No,11,0-1 Year,Yes
2027-WKXMW,Female,NO,Yes,No,63,5+ Years,No
7137-NAXML,Male,NO,No,No,23,1-2 Years,No
2428-ZMCTB,Male,NO,No,No,10,0-1 Year,No
2961-VNFKL,Female,NO,Yes,No,71,5+ Years,No
1768-HNVGJ,Female,YES,No,No,45,2-4 Years,No
6963-KQYQB,Female,NO,Yes,Yes,70,5+ Years,No
5934-RMPOV,Female,NO,No,Yes,22,1-2 Years,No
1207-BLKSA,Female,NO,Yes,Yes,52,4-5 Years,No
4088-YLDSU,Male,NO,Yes,No,55,4-5 Years,Yes
8316-BBQAY,Female,NO,No,No,65,5+ Years,No
1166-PQLGG,Female,NO,Yes,Yes,72,5+ Years,No
3146-JTQHR,Male,NO,Yes,No,10,0-1 Year,No
4291-YZODP,Female,NO,No,Yes,7,0-1 Year,No
4395-PZMSN,Male,YES,No,No,5,0-1 Year,No
6427-FEFIG,Female,NO,Yes,Yes,24,2-4 Years,No
0017-IUDMW,Female,NO,Yes,Yes,72,5+ Years,No
8706-HRADD,Male,NO,No,No,21,1-2 Years,No
9955-QOPOY,Male,NO,Yes,No,69,5+ Years,No
4385-ZKVNW,Male,NO,Yes,Yes,44,2-4 Years,No
5446-DKWYW,Female,YES,Yes,Yes,61,5+ Years,No
2034-CGRHZ,Male,YES,No,No,24,2-4 Years,Yes
5797-APWZC,Female,NO,No,No,1,0-1 Year,Yes
3683-QKIUE,Female,NO,No,No,6,0-1 Year,Yes
4228-ZGYUW,Male,NO,No,No,4,0-1 Year,Yes
9031-ZVQPT,Male,NO,Yes,No,72,5+ Years,No
2990-IAJSV,Male,NO,No,No,72,5+ Years,No
8107-KNCIM,Male,YES,Yes,No,14,1-2 Years,No
9027-YFHQJ,Male,NO,No,No,7,0-1 Year,No
5176-LDKUH,Female,NO,No,No,48,4-5 Years,No
4644-OBGFZ,Male,NO,Yes,Yes,55,4-5 Years,No
7926-IJOOU,Male,NO,No,No,1,0-1 Year,No
6480-YAGIY,Male,NO,No,No,45,2-4 Years,No
4029-HPFVY,Male,NO,No,No,3,0-1 Year,No
7602-DBTOU,Female,NO,Yes,No,71,5+ Years,No
5345-BMKWB,Male,NO,Yes,No,8,0-1 Year,No
3519-ZKXGG,Female,NO,Yes,No,3,0-1 Year,Yes
5457-COLHT,Male,NO,Yes,Yes,69,5+ Years,No
6416-TVAIH,Male,NO,Yes,Yes,1,0-1 Year,Yes
5451-YHYPW,Female,YES,Yes,No,72,5+ Years,No
5108-ADXWO,Male,NO,No,No,11,0-1 Year,Yes
7998-WNZEM,Male,NO,No,No,71,5+ Years,No
3066-RRJIO,Female,NO,No,No,1,0-1 Year,Yes
4664-NJCMS,Female,NO,Yes,No,33,2-4 Years,No
0307-BCOPK,Female,NO,No,No,16,1-2 Years,No
7629-WFGLW,Female,YES,Yes,No,56,4-5 Years,No
2542-HYGIQ,Female,NO,No,No,1,0-1 Year,No
6715-OFDBP,Male,NO,No,No,5,0-1 Year,Yes
5016-LIPDW,Male,NO,Yes,Yes,57,4-5 Years,No
6481-LXPWL,Male,NO,Yes,Yes,56,4-5 Years,No
1567-DSCIC,Male,NO,No,No,8,0-1 Year,Yes
2150-UWTFY,Female,NO,Yes,Yes,22,1-2 Years,Yes
6124-ACRHJ,Female,NO,No,No,1,0-1 Year,No
9362-MWODR,Female,NO,No,Yes,40,2-4 Years,No
9975-GPKZU,Male,NO,Yes,Yes,46,2-4 Years,No
9625-RZFUK,Male,NO,Yes,Yes,63,5+ Years,No
5153-LXKDT,Male,NO,Yes,Yes,68,5+ Years,No
5161-UBZXI,Male,NO,Yes,Yes,69,5+ Years,No
1020-JPQOW,Female,NO,Yes,No,56,4-5 Years,No
7919-ZODZZ,Female,NO,Yes,Yes,10,0-1 Year,No
0565-JUPYD,Male,NO,No,No,63,5+ Years,No
6867-ACCZI,Female,NO,Yes,Yes,24,2-4 Years,No
5939-XAIXZ,Female,NO,No,No,19,1-2 Years,No
9054-FOWNV,Male,NO,Yes,Yes,22,1-2 Years,No
2683-BPJSO,Male,NO,Yes,No,29,2-4 Years,Yes
2157-MXBJS,Male,NO,Yes,No,13,1-2 Years,Yes
8207-VVMYB,Female,NO,Yes,No,70,5+ Years,No
9732-EQMWY,Female,NO,Yes,No,49,4-5 Years,No
9360-AHGNL,Female,YES,Yes,No,43,2-4 Years,Yes
1087-UDSIH,Female,NO,No,No,3,0-1 Year,Yes
5269-NRGDP,Male,NO,Yes,Yes,42,2-4 Years,No
6195-MELTI,Male,NO,No,No,57,4-5 Years,No
5485-WUYWF,Male,YES,No,No,2,0-1 Year,Yes
2121-JAFOM,Female,NO,Yes,No,72,5+ Years,No
8818-DOPVL,Female,YES,No,No,46,2-4 Years,No
2632-UCGVD,Male,YES,Yes,No,66,5+ Years,Yes
5445-PZWGX,Male,NO,No,No,62,5+ Years,Yes
1227-UDMZR,Female,NO,Yes,No,72,5+ Years,No
5198-HQAEN,Male,NO,Yes,Yes,35,2-4 Years,No
9170-CCKOU,Male,NO,Yes,No,17,1-2 Years,Yes
2167-FQSTQ,Female,NO,Yes,No,72,5+ Years,No
2819-GWENI,Female,NO,Yes,Yes,28,2-4 Years,No
1043-YCUTE,Male,NO,Yes,No,56,4-5 Years,Yes
3814-MLAXC,Female,NO,No,No,31,2-4 Years,Yes
3572-UUHRS,Male,NO,No,No,45,2-4 Years,No
2692-PFYTJ,Female,NO,No,No,1,0-1 Year,No
1226-UDFZR,Female,NO,No,No,2,0-1 Year,Yes
5955-EPOAZ,Female,NO,No,No,6,0-1 Year,No
6821-JPCDC,Female,NO,Yes,No,48,4-5 Years,No
8815-LMFLX,Male,NO,Yes,Yes,25,2-4 Years,No
9135-HSWOC,Male,NO,Yes,Yes,64,5+ Years,No
8582-KRHPJ,Male,NO,No,No,50,4-5 Years,No
5811-IWXYM,Female,NO,Yes,Yes,52,4-5 Years,No
7044-YAACC,Male,YES,Yes,No,4,0-1 Year,No
8189-XRIKE,Female,YES,No,No,32,2-4 Years,No
1506-YJTYT,Male,NO,Yes,Yes,45,2-4 Years,No
4123-DVHPH,Male,NO,Yes,No,9,0-1 Year,No
6425-YQLLO,Female,YES,Yes,No,66,5+ Years,Yes
5442-UTCVD,Male,NO,No,Yes,3,0-1 Year,Yes
2228-BZDEE,Female,NO,No,No,54,4-5 Years,No
7734-DBOAI,Female,NO,Yes,Yes,1,0-1 Year,Yes
2789-CZANW,Female,NO,Yes,Yes,64,5+ Years,No
2091-RFFBA,Female,YES,No,No,31,2-4 Years,Yes
2114-MGINA,Female,NO,No,No,14,1-2 Years,Yes
7596-LDUXP,Female,NO,No,No,12,1-2 Years,No
3740-RLMVT,Male,YES,Yes,No,67,5+ Years,No
4489-SNOJF,Female,NO,Yes,Yes,35,2-4 Years,Yes
2192-OZITF,Female,NO,No,No,45,2-4 Years,No
5651-CPDND,Male,NO,No,No,10,0-1 Year,No
2186-QZEYA,Female,YES,No,No,29,2-4 Years,No
1131-ALZWV,Female,NO,No,No,24,2-4 Years,No
7729-XBTWX,Male,NO,Yes,Yes,66,5+ Years,No
9134-WYRVP,Male,NO,No,No,51,4-5 Years,No
3284-SVCRO,Female,NO,Yes,No,45,2-4 Years,No
9732-OUYRN,Female,NO,Yes,No,49,4-5 Years,No
0559-CKHUS,Female,NO,Yes,No,29,2-4 Years,No
2931-SVLTV,Male,NO,Yes,Yes,40,2-4 Years,No
6899-PPEEA,Female,YES,No,No,37,2-4 Years,Yes
7504-UWHNB,Male,NO,No,No,25,2-4 Years,No
2582-FFFZR,Female,NO,No,No,22,1-2 Years,No
8908-NMQTX,Male,NO,No,No,72,5+ Years,No
2187-LZGPL,Female,NO,No,No,7,0-1 Year,Yes
1431-AIDJQ,Male,NO,Yes,Yes,33,2-4 Years,No
6288-LBEAR,Female,NO,No,No,23,1-2 Years,No
4597-NUCQV,Male,YES,No,No,24,2-4 Years,Yes
9019-QVLZD,Female,NO,No,No,1,0-1 Year,Yes
8413-YNHNV,Male,NO,No,No,69,5+ Years,No
5808-TOTXO,Female,NO,No,Yes,3,0-1 Year,No
4369-NYSCF,Male,NO,No,No,56,4-5 Years,No
6333-YDVLT,Male,NO,No,No,65,5+ Years,No
5324-KTGCG,Male,NO,Yes,No,71,5+ Years,No
5599-HVLTW,Female,YES,No,No,14,1-2 Years,No
7394-LWLYN,Female,NO,No,No,2,0-1 Year,No
3707-LRWZD,Female,NO,No,No,32,2-4 Years,Yes
6873-UDNLD,Male,NO,No,No,40,2-4 Years,No
2700-LUEVA,Male,NO,No,No,1,0-1 Year,No
1455-ESIQH,Male,NO,No,No,1,0-1 Year,Yes
0958-YHXGP,Female,NO,No,No,7,0-1 Year,No
1101-SSWAG,Female,NO,Yes,No,15,1-2 Years,No
2979-SXESE,Female,NO,Yes,Yes,17,1-2 Years,Yes
4013-TLDHQ,Male,NO,No,No,19,1-2 Years,Yes
5743-KHMNA,Male,NO,No,No,71,5+ Years,No
4194-FJARJ,Female,NO,Yes,Yes,54,4-5 Years,No
5325-UWTWJ,Male,NO,Yes,No,31,2-4 Years,No
3969-GYXEL,Female,NO,No,No,11,0-1 Year,No
9208-OLGAQ,Female,YES,No,No,18,1-2 Years,No
3244-CQPHU,Female,YES,No,No,72,5+ Years,No
2674-MLXMN,Female,YES,No,No,71,5+ Years,No
9708-HPXWZ,Male,YES,No,No,5,0-1 Year,No
6992-TKNYO,Male,NO,Yes,No,38,2-4 Years,No
4468-YDOVK,Male,NO,No,Yes,5,0-1 Year,No
3754-DXMRT,Male,YES,No,No,2,0-1 Year,Yes
5792-JALQC,Female,YES,No,No,52,4-5 Years,No
7130-VTEWQ,Female,YES,No,No,8,0-1 Year,Yes
2200-DSAAL,Female,NO,No,No,68,5+ Years,No
4302-ZYFEL,Male,NO,Yes,Yes,69,5+ Years,No
9351-LZYGF,Female,NO,Yes,No,42,2-4 Years,No
4366-CTOUZ,Female,NO,No,No,50,4-5 Years,No
6121-VZNQB,Female,NO,No,No,1,0-1 Year,Yes
7903-CMPEY,Male,YES,Yes,No,1,0-1 Year,Yes
1518-OMDIK,Male,NO,Yes,No,33,2-4 Years,No
6671-NGWON,Female,NO,No,No,7,0-1 Year,No
0595-ITUDF,Male,NO,Yes,Yes,64,5+ Years,No
6996-KNSML,Female,NO,No,No,1,0-1 Year,Yes
1955-IBMMB,Male,NO,No,No,59,4-5 Years,No
0096-BXERS,Female,NO,Yes,No,6,0-1 Year,No
3806-YAZOV,Female,NO,No,No,3,0-1 Year,No
7998-ZLXWN,Female,NO,Yes,No,15,1-2 Years,No
6253-WRFHY,Male,NO,Yes,Yes,13,1-2 Years,No
9133-AYJZG,Female,NO,No,No,23,1-2 Years,No
2675-OTVVJ,Male,YES,Yes,No,31,2-4 Years,No
8680-CGLTP,Male,NO,No,No,29,2-4 Years,No
8430-TWCBX,Female,NO,Yes,No,49,4-5 Years,No
5018-GWURO,Female,NO,Yes,No,56,4-5 Years,No
6741-QRLUP,Female,NO,No,No,63,5+ Years,No
4737-HOBAX,Male,NO,Yes,No,63,5+ Years,No
0537-QYZZN,Male,YES,Yes,Yes,24,2-4 Years,No
3340-QBBFM,Male,YES,Yes,No,36,2-4 Years,No
1704-NRWYE,Female,YES,No,No,9,0-1 Year,Yes
2592-SEIFQ,Male,NO,No,No,3,0-1 Year,Yes
8200-KLNYW,Female,NO,Yes,No,21,1-2 Years,No
3372-CDXFJ,Male,NO,Yes,Yes,13,1-2 Years,No
4781-ZXYGU,Male,NO,Yes,Yes,1,0-1 Year,No
7632-YUTXB,Female,NO,Yes,Yes,25,2-4 Years,No
2718-YSKCS,Male,NO,Yes,Yes,71,5+ Years,No
9896-UYMIE,Male,NO,No,No,66,5+ Years,No
0853-NWIFK,Female,NO,No,No,45,2-4 Years,No
8212-CRQXP,Female,NO,Yes,No,22,1-2 Years,No
6980-CDGFC,Female,NO,Yes,No,67,5+ Years,No
7691-XVTZH,Female,NO,Yes,No,68,5+ Years,No
2520-SGTTA,Female,NO,Yes,Yes,0,0-1 Year,No
7481-ATQQS,Female,YES,No,No,49,4-5 Years,Yes
2277-VWCNI,Female,YES,No,No,4,0-1 Year,No
1088-CNNKB,Male,NO,Yes,No,63,5+ Years,No
8642-GVWRF,Female,NO,Yes,No,2,0-1 Year,Yes
